CodDepto,Departamento,CodMunicipio,Municipio,IDRegimen,Año,Mes,NumPersonas
15,BOYACA,15293,GACHANTIVÁ,S,2022,4,2194
23,CORDOBA,23350,LA APARTADA,E,2022,4,103
15,BOYACA,15681,SAN PABLO DE BORBUR,C,2022,4,761
68,SANTANDER,68207,CONCEPCIÓN,C,2022,4,405
68,SANTANDER,68820,TONA,S,2022,4,4595
20,CESAR,20570,PUEBLO BELLO,C,2022,4,839
68,SANTANDER,68895,ZAPATOCA,C,2022,4,2506
70,SUCRE,70717,SAN PEDRO,C,2022,4,1305
05,ANTIOQUIA,05887,YARUMAL,E,2022,4,881
05,ANTIOQUIA,05038,ANGOSTURA,E,2022,4,144
47,MAGDALENA,47161,CERRO SAN ANTONIO,E,2022,4,114
25,CUNDINAMARCA,25599,APULO (RAFAEL REYES),C,2022,4,2125
20,CESAR,20045,BECERRIL,S,2022,4,17026
73,TOLIMA,73026,ALVARADO,C,2022,4,1376
52,NARINO,52694,SAN PEDRO DE CARTAGO,E,2022,4,60
13,BOLIVAR,13670,SAN PABLO,E,2022,4,144
15,BOYACA,15464,MONGUA,E,2022,4,29
05,ANTIOQUIA,05197,COCORNÁ,C,2022,4,2739
19,CAUCA,19256,EL TAMBO,S,2022,4,41934
25,CUNDINAMARCA,25168,CHAGUANÍ,E,2022,4,24
68,SANTANDER,68468,MOLAGAVITA,E,2022,4,87
05,ANTIOQUIA,05604,REMEDIOS,C,2022,4,6174
50,META,50150,CASTILLA LA NUEVA,E,2022,4,188
13,BOLIVAR,13490,NOROSÍ,S,2022,4,5840
17,CALDAS,17662,SAMANÁ,C,2022,4,2252
20,CESAR,20550,PELAYA,E,2022,4,401
15,BOYACA,15542,PESCA,C,2022,4,579
54,NORTE DE SANTANDER,54498,OCAÑA,C,2022,4,38090
54,NORTE DE SANTANDER,54109,BUCARASICA,S,2022,4,4007
97,VAUPES,97889,YAVARATÉ (CD.),E,2022,4,3
41,HUILA,41016,AIPE,C,2022,4,3660
68,SANTANDER,68773,SUCRE,C,2022,4,343
25,CUNDINAMARCA,25736,SESQUILÉ,E,2022,4,83
81,ARAUCA,81794,TAME,C,2022,4,9299
05,ANTIOQUIA,05467,MONTEBELLO,S,2022,4,4355
52,NARINO,52233,CUMBITARA,E,2022,4,99
25,CUNDINAMARCA,25120,CABRERA,E,2022,4,27
81,ARAUCA,81065,ARAUQUITA,C,2022,4,4585
13,BOLIVAR,13458,MONTECRISTO,S,2022,4,9113
52,NARINO,52585,PUPIALES,C,2022,4,1090
15,BOYACA,15172,CHINAVITA,C,2022,4,269
76,VALLE,76845,ULLOA,C,2022,4,911
50,META,50251,EL CASTILLO,S,2022,4,6553
50,META,50223,CUBARRAL,C,2022,4,850
66,RISARALDA,66572,PUEBLO RICO,E,2022,4,947
41,HUILA,41013,AGRADO,S,2022,4,7034
76,VALLE,76670,SAN PEDRO,S,2022,4,7042
73,TOLIMA,73030,AMBALEMA,C,2022,4,1615
50,META,50568,PUERTO GAITÁN,C,2022,4,21841
25,CUNDINAMARCA,25317,GUACHETÁ,C,2022,4,8775
95,GUAVIARE,95025,EL RETORNO,S,2022,4,10513
13,BOLIVAR,13244,EL CARMEN DE BOLÍVAR,C,2022,4,8705
94,GUAINIA,94343,BARRANCO MINAS (CD.),C,2022,4,285
81,ARAUCA,81001,ARAUCA,E,2022,4,2156
19,CAUCA,19392,LA SIERRA,S,2022,4,9616
05,ANTIOQUIA,05361,ITUANGO,C,2022,4,2689
27,CHOCO,27073,BAGADÓ,C,2022,4,247
05,ANTIOQUIA,05034,ANDES,C,2022,4,10113
76,VALLE,76736,SEVILLA,S,2022,4,30225
73,TOLIMA,73555,PLANADAS,C,2022,4,2302
66,RISARALDA,66170,DOSQUEBRADAS,S,2022,4,79820
52,NARINO,52490,OLAYA HERRERA,E,2022,4,506
70,SUCRE,70473,MORROA,E,2022,4,187
73,TOLIMA,73671,SALDAÑA,S,2022,4,8757
23,CORDOBA,23672,SAN ANTERO,S,2022,4,25140
76,VALLE,76895,ZARZAL,C,2022,4,20015
05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,S,2022,4,16650
85,CASANARE,85300,SABANALARGA,E,2022,4,79
68,SANTANDER,68077,BARBOSA,C,2022,4,10892
23,CORDOBA,23855,VALENCIA,E,2022,4,758
76,VALLE,76318,GUACARÍ,C,2022,4,15089
68,SANTANDER,68682,SAN JOAQUÍN,C,2022,4,245
44,LA GUAJIRA,44874,VILLANUEVA,E,2022,4,413
25,CUNDINAMARCA,25658,SAN FRANCISCO,E,2022,4,66
52,NARINO,52696,SANTA BÁRBARA,E,2022,4,192
47,MAGDALENA,47460,NUEVA GRANADA,S,2022,4,19530
08,ATLANTICO,08141,CANDELARIA,E,2022,4,79
15,BOYACA,15185,CHITARAQUE,S,2022,4,4817
17,CALDAS,17272,FILADELFIA,C,2022,4,1757
17,CALDAS,17433,MANZANARES,C,2022,4,2854
15,BOYACA,15204,COMBITA,C,2022,4,1103
52,NARINO,52885,YACUANQUER,E,2022,4,50
68,SANTANDER,68266,ENCISO,C,2022,4,348
25,CUNDINAMARCA,25123,CACHIPAY,S,2022,4,5065
85,CASANARE,85430,TRINIDAD,S,2022,4,9761
47,MAGDALENA,47555,PLATO,S,2022,4,52208
05,ANTIOQUIA,05091,BETANIA,S,2022,4,6212
25,CUNDINAMARCA,25486,NEMOCÓN,E,2022,4,62
15,BOYACA,15507,OTANCHE,C,2022,4,1197
15,BOYACA,15667,SAN LUIS DE GACENO,S,2022,4,3187
52,NARINO,52036,ANCUYÁ,S,2022,4,6310
25,CUNDINAMARCA,25402,LA VEGA,E,2022,4,465
73,TOLIMA,73411,LÍBANO,E,2022,4,827
05,ANTIOQUIA,05093,BETULIA,E,2022,4,294
68,SANTANDER,68745,SIMACOTA,E,2022,4,164
17,CALDAS,17442,MARMATO,E,2022,4,120
05,ANTIOQUIA,05789,TÁMESIS,C,2022,4,4528
18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,S,2022,4,29638
25,CUNDINAMARCA,25368,JERUSALÉN,E,2022,4,29
05,ANTIOQUIA,05809,TITIRIBÍ,C,2022,4,3833
68,SANTANDER,68575,PUERTO WILCHES,C,2022,4,12506
11,BOGOTA D.C.,11001,BOGOTÁ D.C.,C,2022,4,6410877
05,ANTIOQUIA,05284,FRONTINO,S,2022,4,18296
73,TOLIMA,73226,CUNDAY,C,2022,4,649
73,TOLIMA,73873,VILLARRICA,C,2022,4,309
52,NARINO,52573,PUERRÉS,S,2022,4,7280
25,CUNDINAMARCA,25743,SILVANIA,C,2022,4,2929
99,VICHADA,99624,SANTA ROSALÍA,S,2022,4,2589
13,BOLIVAR,13062,ARROYOHONDO,C,2022,4,706
23,CORDOBA,23570,PUEBLO NUEVO,E,2022,4,574
23,CORDOBA,23682,SAN JOSÉ DE URE,C,2022,4,541
19,CAUCA,19698,SANTANDER DE QUILICHAO,S,2022,4,69602
41,HUILA,41306,GIGANTE,E,2022,4,597
15,BOYACA,15522,PANQUEBA,C,2022,4,152
15,BOYACA,15757,SOCHA,C,2022,4,4527
44,LA GUAJIRA,44855,URUMITA,S,2022,4,7075
15,BOYACA,15879,VIRACACHÁ,E,2022,4,10
85,CASANARE,85400,TAMARA,E,2022,4,147
19,CAUCA,19075,BALBOA,E,2022,4,236
54,NORTE DE SANTANDER,54385,LA ESPERANZA,C,2022,4,666
47,MAGDALENA,47745,SITIONUEVO,E,2022,4,93
15,BOYACA,15646,SAMACÁ,E,2022,4,110
68,SANTANDER,68271,FLORIÁN,E,2022,4,161
05,ANTIOQUIA,05895,ZARAGOZA,S,2022,4,24036
05,ANTIOQUIA,05660,SAN LUIS,C,2022,4,3565
63,QUINDIO,63470,MONTENEGRO,C,2022,4,10665
25,CUNDINAMARCA,25871,VILLAGÓMEZ,C,2022,4,189
15,BOYACA,15272,FIRAVITOBA,C,2022,4,1005
27,CHOCO,27745,SIPÍ,C,2022,4,107
66,RISARALDA,66594,QUINCHÍA,S,2022,4,20761
17,CALDAS,17777,SUPÍA,E,2022,4,436
20,CESAR,20750,SAN DIEGO,C,2022,4,931
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,C,2022,4,1555
15,BOYACA,15693,SANTA ROSA DE VITERBO,S,2022,4,4916
25,CUNDINAMARCA,25772,SUESCA,C,2022,4,10510
97,VAUPES,97666,TARAIRA,S,2022,4,1343
68,SANTANDER,68820,TONA,E,2022,4,70
50,META,50711,VISTAHERMOSA,E,2022,4,101
70,SUCRE,70508,OVEJAS,C,2022,4,1658
05,ANTIOQUIA,05483,NARIÑO,E,2022,4,180
13,BOLIVAR,13001,CARTAGENA,C,2022,4,572277
68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,E,2022,4,66
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,S,2022,4,35223
68,SANTANDER,68318,GUACA,C,2022,4,378
05,ANTIOQUIA,05656,SAN JERÓNIMO,S,2022,4,7006
08,ATLANTICO,08675,SANTA LUCÍA,C,2022,4,773
54,NORTE DE SANTANDER,54206,CONVENCIÓN,C,2022,4,813
25,CUNDINAMARCA,25779,SUSA,S,2022,4,3876
86,PUTUMAYO,86760,SANTIAGO,S,2022,4,6967
68,SANTANDER,68468,MOLAGAVITA,S,2022,4,3329
15,BOYACA,15632,SABOYÁ,E,2022,4,72
13,BOLIVAR,13780,TALAIGUA NUEVO,S,2022,4,11833
52,NARINO,52699,SANTACRUZ,C,2022,4,281
76,VALLE,76020,ALCALÁ,C,2022,4,2666
70,SUCRE,70400,LA UNIÓN,E,2022,4,251
47,MAGDALENA,47205,CONCORDIA,S,2022,4,9603
20,CESAR,20383,LA GLORIA,C,2022,4,1597
05,ANTIOQUIA,05607,RETIRO,S,2022,4,3738
68,SANTANDER,68327,GUEPSA,E,2022,4,65
23,CORDOBA,23417,LORICA,C,2022,4,18895
63,QUINDIO,63548,PIJAO,C,2022,4,1092
13,BOLIVAR,13030,ALTOS DEL ROSARIO,C,2022,4,416
76,VALLE,76622,ROLDANILLO,S,2022,4,21524
23,CORDOBA,23189,CIÉNAGA DE ORO,C,2022,4,6516
73,TOLIMA,73352,ICONONZO,C,2022,4,758
23,CORDOBA,23670,SAN ANDRÉS DE SOTAVENTO,E,2022,4,1231
08,ATLANTICO,08520,PALMAR DE VARELA,S,2022,4,16859
23,CORDOBA,23500,MOÑITOS,E,2022,4,469
25,CUNDINAMARCA,25875,VILLETA,S,2022,4,12109
85,CASANARE,85225,NUNCHÍA,S,2022,4,6162
54,NORTE DE SANTANDER,54680,SANTIAGO,E,2022,4,45
68,SANTANDER,68001,BUCARAMANGA,E,2022,4,22351
05,ANTIOQUIA,05347,HELICONIA,E,2022,4,100
47,MAGDALENA,47660,SABANAS DE SAN ANGEL,S,2022,4,12936
05,ANTIOQUIA,05847,URRAO,C,2022,4,5762
85,CASANARE,85010,AGUAZUL,C,2022,4,12091
52,NARINO,52224,CUASPUD,S,2022,4,8856
85,CASANARE,85315,SACAMA,E,2022,4,39
15,BOYACA,15051,ARCABUCO,S,2022,4,3699
15,BOYACA,15380,LA CAPILLA,S,2022,4,1773
15,BOYACA,15778,SUTATENZA,C,2022,4,497
52,NARINO,52210,CONTADERO,C,2022,4,591
20,CESAR,20443,MANAURE BALCÓN DEL CESAR,S,2022,4,8971
97,VAUPES,97889,YAVARATÉ (CD.),S,2022,4,26
50,META,50226,CUMARAL,S,2022,4,11119
13,BOLIVAR,13650,SAN FERNANDO,S,2022,4,9472
41,HUILA,41357,IQUIRA,C,2022,4,794
23,CORDOBA,23855,VALENCIA,C,2022,4,2958
25,CUNDINAMARCA,25491,NOCAIMA,C,2022,4,709
54,NORTE DE SANTANDER,54125,CÁCOTA,E,2022,4,35
41,HUILA,41026,ALTAMIRA,E,2022,4,39
94,GUAINIA,94885,LA GUADALUPE (CD.),S,2022,4,170
19,CAUCA,19785,SUCRE,C,2022,4,290
13,BOLIVAR,13683,SANTA ROSA,S,2022,4,16020
76,VALLE,76248,EL CERRITO,C,2022,4,25564
52,NARINO,52022,ALDANA,C,2022,4,627
68,SANTANDER,68745,SIMACOTA,S,2022,4,5808
41,HUILA,41298,GARZÓN,S,2022,4,58272
08,ATLANTICO,08558,POLONUEVO,C,2022,4,2568
73,TOLIMA,73347,HERVEO,E,2022,4,86
63,QUINDIO,63690,SALENTO,C,2022,4,1348
73,TOLIMA,73148,CARMEN DE APICALÁ,S,2022,4,4605
27,CHOCO,27372,JURADÓ,C,2022,4,109
23,CORDOBA,23300,COTORRA,E,2022,4,97
47,MAGDALENA,47541,PEDRAZA,E,2022,4,55
15,BOYACA,15403,LA UVITA,C,2022,4,366
05,ANTIOQUIA,05858,VEGACHÍ,S,2022,4,10830
68,SANTANDER,68615,RIONEGRO,S,2022,4,16736
23,CORDOBA,23182,CHINÚ,S,2022,4,37759
15,BOYACA,15842,UMBITA,E,2022,4,100
25,CUNDINAMARCA,25339,GUTIÉRREZ,S,2022,4,2646
15,BOYACA,15212,COPER,C,2022,4,307
15,BOYACA,15377,LABRANZAGRANDE,S,2022,4,2392
05,ANTIOQUIA,05038,ANGOSTURA,S,2022,4,8483
08,ATLANTICO,08606,REPELÓN,C,2022,4,1827
44,LA GUAJIRA,44035,ALBANIA,C,2022,4,7124
23,CORDOBA,23466,MONTELÍBANO,S,2022,4,58401
19,CAUCA,19001,POPAYÁN,S,2022,4,155106
41,HUILA,41006,ACEVEDO,E,2022,4,321
68,SANTANDER,68655,SABANA DE TORRES,S,2022,4,17608
20,CESAR,20001,VALLEDUPAR,C,2022,4,205184
47,MAGDALENA,47288,FUNDACIÓN,C,2022,4,26129
05,ANTIOQUIA,05649,SAN CARLOS,E,2022,4,269
54,NORTE DE SANTANDER,54820,TOLEDO,S,2022,4,12266
05,ANTIOQUIA,05079,BARBOSA,E,2022,4,452
25,CUNDINAMARCA,25823,TOPAIPÍ,E,2022,4,46
63,QUINDIO,63111,BUENAVISTA,E,2022,4,21
13,BOLIVAR,13074,BARRANCO DE LOBA,S,2022,4,15137
05,ANTIOQUIA,05674,SAN VICENTE,S,2022,4,11410
19,CAUCA,19418,LÓPEZ,C,2022,4,375
86,PUTUMAYO,86219,COLÓN,S,2022,4,4441
19,CAUCA,19130,CAJIBÍO,C,2022,4,1482
20,CESAR,20175,CHIMICHAGUA,E,2022,4,901
52,NARINO,52019,ALBÁN,C,2022,4,477
05,ANTIOQUIA,05792,TARSO,C,2022,4,2082
63,QUINDIO,63594,QUIMBAYA,C,2022,4,8488
25,CUNDINAMARCA,25815,TOCAIMA,C,2022,4,3252
54,NORTE DE SANTANDER,54261,EL ZULIA,S,2022,4,23437
25,CUNDINAMARCA,25299,GAMA,C,2022,4,265
05,ANTIOQUIA,05142,CARACOLÍ,C,2022,4,868
86,PUTUMAYO,86749,SIBUNDOY,C,2022,4,2132
47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,E,2022,4,577
52,NARINO,52051,ARBOLEDA,C,2022,4,353
15,BOYACA,15696,SANTA SOFÍA,S,2022,4,1996
08,ATLANTICO,08560,PONEDERA,E,2022,4,118
15,BOYACA,15097,BOAVITA,E,2022,4,138
54,NORTE DE SANTANDER,54720,SARDINATA,S,2022,4,20246
70,SUCRE,70771,SUCRE,S,2022,4,21821
20,CESAR,20032,ASTREA,E,2022,4,471
91,AMAZONAS,91430,LA VICTORIA (CD.),C,2022,4,8
05,ANTIOQUIA,05044,ANZÁ,E,2022,4,88
13,BOLIVAR,13838,TURBANÁ,S,2022,4,10570
94,GUAINIA,94883,SAN FELIPE (CD.),E,2022,4,1
68,SANTANDER,68444,MATANZA,C,2022,4,506
76,VALLE,76122,CAICEDONIA,C,2022,4,7044
13,BOLIVAR,13222,CLEMENCIA,E,2022,4,88
19,CAUCA,19532,PATÍA (EL BORDO),E,2022,4,772
25,CUNDINAMARCA,25279,FÓMEQUE,C,2022,4,2940
15,BOYACA,15753,SOATÁ,E,2022,4,564
15,BOYACA,15135,CAMPOHERMOSO,S,2022,4,2045
68,SANTANDER,68755,SOCORRO,C,2022,4,14136
20,CESAR,20045,BECERRIL,E,2022,4,301
15,BOYACA,15621,RONDÓN,S,2022,4,1771
41,HUILA,41518,PAICOL,C,2022,4,646
52,NARINO,52001,PASTO,S,2022,4,235812
05,ANTIOQUIA,05670,SAN ROQUE,C,2022,4,3778
05,ANTIOQUIA,05541,PEÑOL,S,2022,4,11818
20,CESAR,20400,LA JAGUA DE IBIRICO,S,2022,4,29171
05,ANTIOQUIA,05310,GÓMEZ PLATA,S,2022,4,4593
50,META,50680,SAN CARLOS DE GUAROA,S,2022,4,5786
27,CHOCO,27495,NUQUÍ,C,2022,4,249
05,ANTIOQUIA,05664,SAN PEDRO,E,2022,4,407
41,HUILA,41026,ALTAMIRA,C,2022,4,403
68,SANTANDER,68176,CHIMA,E,2022,4,59
13,BOLIVAR,13052,ARJONA,E,2022,4,973
73,TOLIMA,73622,RONCESVALLES,S,2022,4,4016
13,BOLIVAR,13268,EL PEÑÓN,C,2022,4,733
13,BOLIVAR,13873,VILLANUEVA,S,2022,4,18095
25,CUNDINAMARCA,25489,NIMAIMA,S,2022,4,1895
68,SANTANDER,68673,SAN BENITO,S,2022,4,2186
25,CUNDINAMARCA,25612,RICAURTE,E,2022,4,56
05,ANTIOQUIA,05475,MURINDÓ,E,2022,4,78
73,TOLIMA,73200,COELLO,C,2022,4,570
47,MAGDALENA,47053,ARACATACA,C,2022,4,3439
50,META,50686,SAN JUANITO,S,2022,4,1405
25,CUNDINAMARCA,25473,MOSQUERA,S,2022,4,19551
13,BOLIVAR,13468,MOMPÓS,S,2022,4,43833
05,ANTIOQUIA,05004,ABRIAQUÍ,S,2022,4,1370
85,CASANARE,85015,CHAMEZA,S,2022,4,1604
73,TOLIMA,73270,FALÁN,S,2022,4,5138
73,TOLIMA,73686,SANTA ISABEL,C,2022,4,487
19,CAUCA,19397,LA VEGA,C,2022,4,759
68,SANTANDER,68229,CURITÍ,S,2022,4,7553
27,CHOCO,27075,BAHÍA SOLANO (MUTIS),C,2022,4,446
17,CALDAS,17513,PÁCORA,C,2022,4,3680
52,NARINO,52565,PROVIDENCIA,E,2022,4,79
05,ANTIOQUIA,05837,TURBO,E,2022,4,3169
76,VALLE,76036,ANDALUCÍA,E,2022,4,76
15,BOYACA,15187,CHIVATÁ,E,2022,4,9
23,CORDOBA,23686,SAN PELAYO,E,2022,4,695
25,CUNDINAMARCA,25785,TABIO,C,2022,4,11286
08,ATLANTICO,08849,USIACURÍ,C,2022,4,1025
15,BOYACA,15325,GUAYATÁ,E,2022,4,8
25,CUNDINAMARCA,25436,MANTA,S,2022,4,2260
23,CORDOBA,23350,LA APARTADA,S,2022,4,10683
66,RISARALDA,66400,LA VIRGINIA,C,2022,4,18618
13,BOLIVAR,13248,EL GUAMO,E,2022,4,71
52,NARINO,52435,MALLAMA,S,2022,4,6693
73,TOLIMA,73563,PRADO,E,2022,4,135
05,ANTIOQUIA,05440,MARINILLA,E,2022,4,909
25,CUNDINAMARCA,25807,TIBIRITA,E,2022,4,23
54,NORTE DE SANTANDER,54405,LOS PATIOS,S,2022,4,45418
27,CHOCO,27099,BOJAYÁ (BELLAVISTA),E,2022,4,160
05,ANTIOQUIA,05390,LA PINTADA,E,2022,4,96
47,MAGDALENA,47001,SANTA MARTA,C,2022,4,259853
15,BOYACA,15090,BERBEO,E,2022,4,16
68,SANTANDER,68147,CAPITANEJO,S,2022,4,3834
20,CESAR,20013,AGUSTÍN CODAZZI,S,2022,4,54240
54,NORTE DE SANTANDER,54313,GRAMALOTE,E,2022,4,111
41,HUILA,41013,AGRADO,E,2022,4,137
08,ATLANTICO,08001,BARRANQUILLA,E,2022,4,27937
76,VALLE,76306,GINEBRA,S,2022,4,11955
41,HUILA,41378,LA ARGENTINA,E,2022,4,263
08,ATLANTICO,08137,CAMPO DE LA CRUZ,S,2022,4,24209
76,VALLE,76606,RESTREPO,E,2022,4,160
73,TOLIMA,73152,CASABIANCA,E,2022,4,98
23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,C,2022,4,2451
41,HUILA,41359,ISNOS,S,2022,4,25571
70,SUCRE,70265,GUARANDA,C,2022,4,723
54,NORTE DE SANTANDER,54418,LOURDES,C,2022,4,319
50,META,50330,MESETAS,S,2022,4,9413
19,CAUCA,19513,PADILLA,E,2022,4,39
08,ATLANTICO,08421,LURUACO,E,2022,4,278
08,ATLANTICO,08758,SOLEDAD,S,2022,4,292868
81,ARAUCA,81220,CRAVO NORTE,C,2022,4,470
15,BOYACA,15537,PAZ DEL RÍO,C,2022,4,1954
05,ANTIOQUIA,05150,CAROLINA,S,2022,4,1541
27,CHOCO,27787,TADÓ,E,2022,4,432
18,CAQUETA,18410,LA MONTAÑITA,E,2022,4,513
52,NARINO,52233,CUMBITARA,S,2022,4,7289
91,AMAZONAS,91540,PUERTO NARIÑO,S,2022,4,6220
25,CUNDINAMARCA,25885,YACOPÍ,E,2022,4,299
19,CAUCA,19780,SUÁREZ,S,2022,4,18509
52,NARINO,52540,POLICARPA,C,2022,4,330
54,NORTE DE SANTANDER,54109,BUCARASICA,E,2022,4,124
94,GUAINIA,94887,PANA PANA (CD.),S,2022,4,941
25,CUNDINAMARCA,25120,CABRERA,S,2022,4,3590
23,CORDOBA,23580,PUERTO LIBERTADOR,C,2022,4,4623
15,BOYACA,15236,CHIVOR,S,2022,4,1492
70,SUCRE,70713,SAN ONOFRE,E,2022,4,972
68,SANTANDER,68780,SURATÁ,C,2022,4,416
15,BOYACA,15518,PAJARITO,E,2022,4,34
52,NARINO,52399,LA UNIÓN,E,2022,4,662
73,TOLIMA,73283,FRESNO,E,2022,4,606
85,CASANARE,85263,PORE,E,2022,4,209
13,BOLIVAR,13490,NOROSÍ,E,2022,4,3
25,CUNDINAMARCA,25290,FUSAGASUGÁ,S,2022,4,51001
15,BOYACA,15897,ZETAQUIRÁ,E,2022,4,53
13,BOLIVAR,13001,CARTAGENA,S,2022,4,622610
25,CUNDINAMARCA,25312,GRANADA,C,2022,4,725
54,NORTE DE SANTANDER,54800,TEORAMA,C,2022,4,324
13,BOLIVAR,13440,MARGARITA,E,2022,4,110
76,VALLE,76001,CALI,C,2022,4,1633443
95,GUAVIARE,95015,CALAMAR,C,2022,4,961
47,MAGDALENA,47161,CERRO SAN ANTONIO,S,2022,4,8473
94,GUAINIA,94886,CACAHUAL (CD.),C,2022,4,4
15,BOYACA,15776,SUTAMARCHÁN,C,2022,4,693
97,VAUPES,97161,CARURÚ,E,2022,4,12
15,BOYACA,15131,CALDAS,C,2022,4,210
15,BOYACA,15176,CHIQUINQUIRÁ,S,2022,4,30401
25,CUNDINAMARCA,25779,SUSA,C,2022,4,766
19,CAUCA,19137,CALDONO,S,2022,4,35562
50,META,50313,GRANADA,S,2022,4,56291
25,CUNDINAMARCA,25718,SASAIMA,S,2022,4,4955
68,SANTANDER,68682,SAN JOAQUÍN,E,2022,4,61
05,ANTIOQUIA,05411,LIBORINA,C,2022,4,1201
15,BOYACA,15580,QUIPAMA,C,2022,4,512
19,CAUCA,19807,TIMBÍO,S,2022,4,26126
05,ANTIOQUIA,05360,ITAGUÍ,E,2022,4,3272
66,RISARALDA,66572,PUEBLO RICO,S,2022,4,15899
23,CORDOBA,23660,SAHAGÚN,S,2022,4,78490
76,VALLE,76243,EL ÁGUILA,E,2022,4,112
44,LA GUAJIRA,44874,VILLANUEVA,S,2022,4,19445
54,NORTE DE SANTANDER,54673,SAN CAYETANO,C,2022,4,696
94,GUAINIA,94888,MORICHAL (CD.),S,2022,4,595
85,CASANARE,85125,HATO COROZAL,E,2022,4,272
76,VALLE,76616,RIOFRÍO,E,2022,4,82
05,ANTIOQUIA,05212,COPACABANA,C,2022,4,50847
19,CAUCA,19698,SANTANDER DE QUILICHAO,C,2022,4,38840
50,META,50689,SAN MARTÍN,S,2022,4,13789
15,BOYACA,15764,SORACÁ,E,2022,4,19
91,AMAZONAS,91407,LA PEDRERA (CD.),E,2022,4,11
05,ANTIOQUIA,05134,CAMPAMENTO,E,2022,4,137
17,CALDAS,17873,VILLAMARÍA,E,2022,4,441
54,NORTE DE SANTANDER,54245,EL CARMEN,E,2022,4,256
05,ANTIOQUIA,05315,GUADALUPE,E,2022,4,84
41,HUILA,41797,TESALIA,C,2022,4,1688
27,CHOCO,27580,RÍO IRO,E,2022,4,48
70,SUCRE,70702,SAN JUAN DE BETULIA,C,2022,4,902
68,SANTANDER,68255,EL PLAYÓN,E,2022,4,223
15,BOYACA,15664,SAN JOSÉ DE PARE,C,2022,4,317
44,LA GUAJIRA,44560,MANAURE,S,2022,4,69168
05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,E,2022,4,383
25,CUNDINAMARCA,25269,FACATATIVA,S,2022,4,33635
25,CUNDINAMARCA,25513,PACHO,E,2022,4,724
52,NARINO,52573,PUERRÉS,E,2022,4,126
86,PUTUMAYO,86569,PUERTO CAICEDO,E,2022,4,266
86,PUTUMAYO,86571,PUERTO GUZMÁN,S,2022,4,15226
54,NORTE DE SANTANDER,54398,LA PLAYA,E,2022,4,129
17,CALDAS,17174,CHINCHINÁ,E,2022,4,619
20,CESAR,20310,GONZÁLEZ,S,2022,4,3652
25,CUNDINAMARCA,25530,PARATEBUENO,C,2022,4,2258
94,GUAINIA,94001,PUERTO INÍRIDA,C,2022,4,5395
47,MAGDALENA,47189,CIÉNAGA,E,2022,4,3946
47,MAGDALENA,47960,ZAPAYÁN,C,2022,4,303
91,AMAZONAS,91405,LA CHORRERA (CD.),E,2022,4,32
05,ANTIOQUIA,05756,SONSÓN,C,2022,4,7387
19,CAUCA,19318,GUAPI,S,2022,4,20999
41,HUILA,41206,COLOMBIA,C,2022,4,558
19,CAUCA,19455,MIRANDA,E,2022,4,338
19,CAUCA,19300,GUACHENE,E,2022,4,3
44,LA GUAJIRA,44847,URIBIA,S,2022,4,162681
70,SUCRE,70265,GUARANDA,E,2022,4,236
54,NORTE DE SANTANDER,54871,VILLA CARO,C,2022,4,351
52,NARINO,52560,POTOSÍ,S,2022,4,11228
68,SANTANDER,68418,LOS SANTOS,C,2022,4,2386
19,CAUCA,19533,PIAMONTE,E,2022,4,52
17,CALDAS,17013,AGUADAS,C,2022,4,6223
54,NORTE DE SANTANDER,54743,SILOS,C,2022,4,233
15,BOYACA,15494,NUEVO COLÓN,E,2022,4,18
41,HUILA,41548,PITAL,E,2022,4,148
15,BOYACA,15001,TUNJA,C,2022,4,140425
66,RISARALDA,66318,GUÁTICA,C,2022,4,1708
52,NARINO,52565,PROVIDENCIA,S,2022,4,4753
17,CALDAS,17444,MARQUETALIA,E,2022,4,476
47,MAGDALENA,47545,PIJIÑO DEL CARMEN,S,2022,4,10109
15,BOYACA,15531,PAUNA,S,2022,4,5181
05,ANTIOQUIA,05002,ABEJORRAL,S,2022,4,11864
41,HUILA,41799,TELLO,C,2022,4,1107
05,ANTIOQUIA,05885,YALÍ,C,2022,4,982
17,CALDAS,17088,BELALCÁZAR,C,2022,4,1972
08,ATLANTICO,08685,SANTO TOMÁS,S,2022,4,18706
17,CALDAS,17495,NORCASIA,S,2022,4,4542
41,HUILA,41020,ALGECIRAS,S,2022,4,21863
23,CORDOBA,23678,SAN CARLOS,S,2022,4,17674
05,ANTIOQUIA,05579,PUERTO BERRÍO,S,2022,4,24684
15,BOYACA,15368,JERICÓ,E,2022,4,31
54,NORTE DE SANTANDER,54520,PAMPLONITA,S,2022,4,3651
15,BOYACA,15296,GÁMEZA,C,2022,4,992
15,BOYACA,15673,SAN MATEO,C,2022,4,372
25,CUNDINAMARCA,25040,ANOLAIMA,E,2022,4,117
66,RISARALDA,66456,MISTRATÓ,C,2022,4,1383
